,filename,width,height,class,xmin,ymin,xmax,ymax
435,178 resized.jpg,765,990,p2,79,703,661,723
436,179 resized.jpg,765,990,Auditor,365,144,474,175
437,179 resized.jpg,765,990,Subservice_ind,80,550,658,572
438,179 resized.jpg,765,990,complementery1,81,571,659,593
439,179 resized.jpg,765,990,p1,82,684,660,706
440,179 resized.jpg,765,990,complementery2,79,664,657,686
441,179 resized.jpg,765,990,p2,80,705,658,727
442,18 resized.jpg,765,990,Description,62,477,521,612
443,180 resized.jpg,765,990,Auditor,368,145,477,176
444,180 resized.jpg,765,990,Subservice_ind,80,550,674,569
445,180 resized.jpg,765,990,complementery2,78,666,672,685
446,180 resized.jpg,765,990,complementery1,74,570,668,589
447,180 resized.jpg,765,990,p2,78,703,672,722
448,180 resized.jpg,765,990,p1,70,684,664,703
449,181 resized.jpg,765,990,Auditor,366,144,469,174
450,181 resized.jpg,765,990,Subservice_ind,80,552,678,570
451,181 resized.jpg,765,990,complementery2,69,667,667,685
452,181 resized.jpg,765,990,p2,67,705,665,723
453,181 resized.jpg,765,990,complementery1,83,573,681,591
454,181 resized.jpg,765,990,p1,65,686,663,704
455,182 resized.jpg,765,990,Auditor,367,145,470,175
456,182 resized.jpg,765,990,Subservice_ind,83,552,663,572
457,182 resized.jpg,765,990,complementery1,81,572,661,592
458,182 resized.jpg,765,990,complementery2,77,668,657,688
459,182 resized.jpg,765,990,p2,80,705,660,725
460,182 resized.jpg,765,990,p1,80,686,660,706
461,183 resized.jpg,765,990,Auditor,368,147,471,177
462,183 resized.jpg,765,990,Subservice_ind,78,552,672,569
463,183 resized.jpg,765,990,p2,73,707,667,724
464,183 resized.jpg,765,990,complementery1,77,569,671,586
465,183 resized.jpg,765,990,complementery2,64,669,658,686
466,183 resized.jpg,765,990,p1,70,691,664,708
467,184 resized.jpg,765,990,Subservice_ind,77,555,665,573
468,184 resized.jpg,765,990,complementery1,75,570,663,588
469,184 resized.jpg,765,990,p1,79,688,667,706
470,184 resized.jpg,765,990,complementery2,79,669,667,687
471,184 resized.jpg,765,990,p2,78,706,666,724
472,184 resized.jpg,765,990,Auditor,363,146,468,178
473,185 resized.jpg,765,990,Auditor,368,146,479,180
474,185 resized.jpg,765,990,Subservice_ind,83,550,669,572
475,185 resized.jpg,765,990,complementery2,77,665,663,687
476,185 resized.jpg,765,990,p2,79,702,665,724
477,185 resized.jpg,765,990,complementery1,77,569,663,591
478,185 resized.jpg,765,990,p1,79,683,665,705
479,186 resized.jpg,765,990,Subservice_ind,78,533,666,552
480,186 resized.jpg,765,990,Auditor,365,149,478,175
481,186 resized.jpg,765,990,complementery1,79,549,667,568
482,186 resized.jpg,765,990,complementery2,75,646,663,665
483,186 resized.jpg,765,990,p1,77,670,665,689
484,186 resized.jpg,765,990,p2,79,686,667,705
485,187 resized.jpg,765,990,Auditor,364,148,480,177
486,187 resized.jpg,765,990,Subservice_ind,75,530,663,550
487,187 resized.jpg,765,990,complementery1,76,551,664,571
488,187 resized.jpg,765,990,p1,73,669,661,689
489,187 resized.jpg,765,990,complementery2,77,647,665,667
490,187 resized.jpg,765,990,p2,75,688,663,708
491,188 resized.jpg,765,990,Auditor,370,146,486,175
492,188 resized.jpg,765,990,complementery2,78,649,656,669
493,188 resized.jpg,765,990,p1,84,665,662,685
494,188 resized.jpg,765,990,p2,89,687,667,707
495,188 resized.jpg,765,990,Subservice_ind,77,531,655,551
496,188 resized.jpg,765,990,complementery1,78,552,656,572
497,189 resized.jpg,765,990,Auditor,368,147,471,173
498,189 resized.jpg,765,990,Subservice_ind,77,533,668,553
499,189 resized.jpg,765,990,complementery1,75,551,666,571
500,189 resized.jpg,765,990,complementery2,76,646,667,666
501,189 resized.jpg,765,990,p1,77,669,668,689
502,189 resized.jpg,765,990,p2,78,688,669,708
503,19 resized.jpg,765,990,Description,48,474,524,624
504,190 resized.jpg,765,990,Auditor,366,146,469,172
505,190 resized.jpg,765,990,Subservice_ind,68,533,681,550
506,190 resized.jpg,765,990,complementery2,82,651,695,668
507,190 resized.jpg,765,990,p2,82,689,695,706
508,190 resized.jpg,765,990,p1,82,668,695,685
509,190 resized.jpg,765,990,complementery1,66,553,679,570
510,191 resized.jpg,765,990,Auditor,367,149,470,175
511,191 resized.jpg,765,990,Subservice_ind,86,529,671,553
512,191 resized.jpg,765,990,complementery1,84,550,669,574
513,191 resized.jpg,765,990,complementery2,82,646,667,670
514,191 resized.jpg,765,990,p1,80,665,665,689
515,191 resized.jpg,765,990,p2,87,681,672,705
516,192 resized.jpg,765,990,Auditor,368,144,471,170
517,192 resized.jpg,765,990,Subservice_ind,78,531,680,550
518,192 resized.jpg,765,990,complementery1,76,549,678,568
519,192 resized.jpg,765,990,complementery2,77,649,679,668
520,192 resized.jpg,765,990,p1,66,668,668,687
521,192 resized.jpg,765,990,p2,61,686,663,705
522,193 resized.jpg,765,990,Auditor,366,149,465,168
523,193 resized.jpg,765,990,Subservice_ind,85,532,671,549
524,193 resized.jpg,765,990,complementery1,81,552,667,569
525,193 resized.jpg,765,990,complementery2,78,648,664,665
526,193 resized.jpg,765,990,p1,79,668,665,685
527,193 resized.jpg,765,990,p2,82,688,668,705
528,194 resized.jpg,765,990,Auditor,368,149,472,172
529,194 resized.jpg,765,990,Subservice_ind,80,529,655,552
530,194 resized.jpg,765,990,complementery1,78,549,653,572
531,194 resized.jpg,765,990,p1,82,669,657,692
532,194 resized.jpg,765,990,complementery2,77,648,652,671
533,194 resized.jpg,765,990,p2,83,689,658,712
534,195 resized.jpg,765,990,Auditor,364,147,468,170
535,195 resized.jpg,765,990,Subservice_ind,78,533,663,552
536,195 resized.jpg,765,990,complementery1,76,553,661,572
537,195 resized.jpg,765,990,p1,77,666,662,685
538,195 resized.jpg,765,990,p2,81,687,666,706
539,195 resized.jpg,765,990,complementery2,79,643,664,662
540,196 resized.jpg,765,990,Auditor,368,148,472,171
541,196 resized.jpg,765,990,Subservice_ind,78,533,666,550
542,196 resized.jpg,765,990,complementery1,79,551,667,568
543,196 resized.jpg,765,990,complementery2,72,650,660,667
544,196 resized.jpg,765,990,p2,81,690,669,707
545,196 resized.jpg,765,990,p1,74,668,662,685
546,197 resized.jpg,765,990,Auditor,366,152,470,175
547,197 resized.jpg,765,990,p2,83,686,660,709
548,197 resized.jpg,765,990,complementery2,85,644,662,667
549,197 resized.jpg,765,990,complementery1,82,553,659,576
550,197 resized.jpg,765,990,Subservice_ind,81,528,658,551
551,197 resized.jpg,765,990,p1,83,659,660,682
552,198 resized.jpg,765,990,Auditor,370,148,474,171
553,198 resized.jpg,765,990,Subservice_ind,83,550,655,569
554,198 resized.jpg,765,990,complementery2,84,666,656,685
555,198 resized.jpg,765,990,complementery1,86,567,658,586
556,198 resized.jpg,765,990,p1,87,688,659,707
557,198 resized.jpg,765,990,p2,88,706,660,725
558,199 resized.jpg,765,990,Auditor,370,150,474,173
559,199 resized.jpg,765,990,Subservice_ind,78,553,661,569
560,199 resized.jpg,765,990,complementery1,80,573,666,601
561,199 resized.jpg,765,990,p1,88,680,674,708
562,199 resized.jpg,765,990,complementery2,79,655,665,683
563,199 resized.jpg,765,990,p2,82,704,668,732
564,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,Auditor,366,149,472,181
565,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,Subservice_ind,83,553,666,572
566,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,complementery1,83,570,666,589
567,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,complementery2,79,668,662,687
568,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,p1,77,687,660,706
569,1_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,p2,81,706,664,725
570,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,Auditor,368,149,471,176
571,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,Subservice_ind,75,552,661,570
572,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,complementery1,75,572,661,590
573,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,complementery2,75,670,661,688
574,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,p1,73,686,659,704
575,1_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,p2,73,708,659,726
576,1_ADP GETS US.pdf resized.jpg,765,990,Auditor,368,149,475,180
577,1_ADP GETS US.pdf resized.jpg,765,990,Subservice_ind,83,529,681,553
578,1_ADP GETS US.pdf resized.jpg,765,990,p2,77,689,675,713
579,1_ADP GETS US.pdf resized.jpg,765,990,complementery1,79,548,677,572
580,1_ADP GETS US.pdf resized.jpg,765,990,complementery2,76,643,674,667
581,1_ADP GETS US.pdf resized.jpg,765,990,p1,78,666,676,690
582,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,Auditor,368,149,477,175
583,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,Subservice_ind,85,550,665,570
584,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,complementery1,82,568,662,588
585,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,complementery2,81,667,661,687
586,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,p1,79,686,659,706
587,1_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,p2,75,705,655,725
588,1_ADP MAS eTime.pdf resized.jpg,765,990,Auditor,366,149,478,180
589,1_ADP MAS eTime.pdf resized.jpg,765,990,Subservice_ind,80,552,677,570
590,1_ADP MAS eTime.pdf resized.jpg,765,990,p2,78,705,675,723
591,1_ADP MAS eTime.pdf resized.jpg,765,990,complementery1,82,569,679,587
592,1_ADP MAS eTime.pdf resized.jpg,765,990,complementery2,82,667,679,685
593,1_ADP MAS eTime.pdf resized.jpg,765,990,p1,75,687,672,705
594,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,Auditor,365,144,471,178
595,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,Subservice_ind,83,553,661,573
596,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,complementery1,83,568,661,588
597,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,complementery2,79,666,657,686
598,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,p1,80,687,658,707
599,1_ADP MAS ezLaborManager.pdf resized.jpg,765,990,p2,83,704,661,724
600,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,Auditor,368,149,474,170
601,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,Subservice_ind,80,552,674,569
602,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,complementery2,70,669,664,686
603,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,complementery1,75,572,669,589
604,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,p1,70,687,664,704
605,1_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,p2,73,707,667,724
606,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,Auditor,365,149,475,173
607,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,Subservice_ind,81,552,669,572
608,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,complementery1,82,570,670,590
609,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,p1,76,689,664,709
610,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,complementery2,75,668,663,688
611,1_ADP Payroll Tax Services.pdf resized.jpg,765,990,p2,70,702,658,722
612,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,Auditor,365,150,469,176
613,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,Subservice_ind,78,532,672,550
614,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,complementery1,76,551,670,569
615,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,complementery2,65,651,659,669
616,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,p1,68,671,662,689
617,1_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,p2,70,688,664,706
618,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,Auditor,368,147,478,172
619,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,Subservice_ind,77,552,671,570
620,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,complementery1,81,569,675,587
621,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,p2,79,705,673,723
622,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,complementery2,78,671,672,689
623,1_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,p1,77,687,671,705
624,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,Auditor,366,149,472,180
625,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,Subservice_ind,81,532,668,547
626,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,complementery1,76,552,672,573
627,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,complementery2,72,647,668,666
628,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,p1,76,671,663,686
629,1_ADP TotalPay Services (1).pdf resized.jpg,765,990,p2,80,689,667,704
630,1_ADP TotalPay Services.pdf resized.jpg,765,990,Auditor,366,150,478,175
631,1_ADP TotalPay Services.pdf resized.jpg,765,990,Subservice_ind,81,532,666,550
632,1_ADP TotalPay Services.pdf resized.jpg,765,990,complementery1,80,552,665,570
633,1_ADP TotalPay Services.pdf resized.jpg,765,990,complementery2,81,648,666,666
634,1_ADP TotalPay Services.pdf resized.jpg,765,990,p1,80,668,665,686
635,1_ADP TotalPay Services.pdf resized.jpg,765,990,p2,80,685,665,703
636,1_ADP Wage Payments.pdf resized.jpg,765,990,Auditor,366,147,488,178
637,1_ADP Wage Payments.pdf resized.jpg,765,990,Subservice_ind,80,552,685,570
638,1_ADP Wage Payments.pdf resized.jpg,765,990,complementery1,81,572,686,590
639,1_ADP Wage Payments.pdf resized.jpg,765,990,complementery2,72,668,677,686
640,1_ADP Wage Payments.pdf resized.jpg,765,990,p2,72,706,677,724
641,1_ADP Wage Payments.pdf resized.jpg,765,990,p1,67,687,672,705
642,1_ADP Workforce Now.pdf resized.jpg,765,990,Auditor,371,149,477,183
643,1_ADP Workforce Now.pdf resized.jpg,765,990,Subservice_ind,65,553,685,570
644,1_ADP Workforce Now.pdf resized.jpg,765,990,complementery1,61,569,685,595
645,1_ADP Workforce Now.pdf resized.jpg,765,990,complementery2,68,661,692,687
646,1_ADP Workforce Now.pdf resized.jpg,765,990,p1,68,687,689,711
647,1_ADP Workforce Now.pdf resized.jpg,765,990,p2,72,706,691,724
648,2 resized.jpg,765,990,Description,53,472,516,575
649,20 resized.jpg,765,990,Description,54,469,515,597
650,200 resized.jpg,765,990,Auditor,366,151,470,174
651,200 resized.jpg,765,990,p2,83,706,671,723
652,200 resized.jpg,765,990,p1,83,687,671,704
653,200 resized.jpg,765,990,complementery2,80,668,668,685
654,200 resized.jpg,765,990,Subservice_ind,74,551,662,568
655,200 resized.jpg,765,990,complementery1,74,574,662,591
656,201 resized.jpg,765,990,Auditor,368,149,468,170
657,201 resized.jpg,765,990,p2,86,707,675,730
658,201 resized.jpg,765,990,p1,82,684,671,707
659,201 resized.jpg,765,990,complementery1,74,568,663,591
660,201 resized.jpg,765,990,complementery2,81,663,670,686
661,201 resized.jpg,765,990,Subservice_ind,69,547,658,570
662,202 resized.jpg,765,990,Auditor,366,150,466,171
663,202 resized.jpg,765,990,p2,83,687,660,702
664,202 resized.jpg,765,990,complementery1,84,552,661,567
665,202 resized.jpg,765,990,complementery2,80,650,657,665
666,202 resized.jpg,765,990,p1,82,669,659,684
667,202 resized.jpg,765,990,Subservice_ind,82,533,659,548
668,203 resized.jpg,765,990,Auditor,368,147,468,168
669,203 resized.jpg,765,990,complementery2,80,650,660,665
670,203 resized.jpg,765,990,p2,79,687,659,702
671,203 resized.jpg,765,990,p1,80,668,660,683
672,203 resized.jpg,765,990,complementery1,79,552,661,569
673,203 resized.jpg,765,990,Subservice_ind,80,533,660,548
674,204 resized.jpg,765,990,Auditor,364,147,464,168
675,204 resized.jpg,765,990,p1,85,669,666,684
676,204 resized.jpg,765,990,complementery2,83,650,664,665
677,204 resized.jpg,765,990,p2,81,685,662,700
678,204 resized.jpg,765,990,complementery1,75,557,656,572
679,204 resized.jpg,765,990,Subservice_ind,74,533,655,548
680,205 resized.jpg,765,990,Auditor,366,150,466,171
681,205 resized.jpg,765,990,p1,79,668,680,686
682,205 resized.jpg,765,990,complementery1,77,552,678,570
683,205 resized.jpg,765,990,Subservice_ind,80,534,681,552
684,205 resized.jpg,765,990,p2,75,685,676,703
685,205 resized.jpg,765,990,complementery2,76,647,677,665
686,206 resized.jpg,765,990,Auditor,368,148,468,169
687,206 resized.jpg,765,990,Subservice_ind,83,552,663,570
688,206 resized.jpg,765,990,complementery1,87,572,667,590
689,206 resized.jpg,765,990,complementery2,82,666,662,684
690,206 resized.jpg,765,990,Subservice_ind,84,687,664,705
691,206 resized.jpg,765,990,p1,86,705,666,723
692,207 resized.jpg,765,990,Auditor,366,147,466,168
693,207 resized.jpg,765,990,p2,81,706,657,723
694,207 resized.jpg,765,990,p1,85,687,661,704
695,207 resized.jpg,765,990,complementery2,80,671,656,688
696,207 resized.jpg,765,990,complementery1,81,571,657,588
697,207 resized.jpg,765,990,Subservice_ind,79,552,655,569
698,208 resized.jpg,765,990,Auditor,369,150,469,171
699,208 resized.jpg,765,990,p2,85,707,669,727
700,208 resized.jpg,765,990,p1,81,688,665,708
701,208 resized.jpg,765,990,complementery2,79,667,663,687
702,208 resized.jpg,765,990,complementery1,74,568,658,588
703,208 resized.jpg,765,990,Subservice_ind,75,549,659,569
704,209 resized.jpg,765,990,Auditor,369,148,469,169
705,209 resized.jpg,765,990,p2,85,709,675,727
706,209 resized.jpg,765,990,p1,81,687,671,705
707,209 resized.jpg,765,990,complementery2,81,667,671,685
708,209 resized.jpg,765,990,Subservice_ind,79,550,669,568
709,209 resized.jpg,765,990,complementery1,77,569,667,587
710,21 resized.jpg,765,990,Description,24,466,530,580
711,210 resized.jpg,765,990,Auditor,367,149,467,170
712,210 resized.jpg,765,990,p2,81,704,669,723
713,210 resized.jpg,765,990,p1,80,687,668,706
714,210 resized.jpg,765,990,complementery2,81,667,669,686
715,210 resized.jpg,765,990,complementery1,77,568,665,587
716,210 resized.jpg,765,990,Subservice_ind,82,549,670,568
717,211 resized.jpg,765,990,Auditor,365,149,465,170
718,211 resized.jpg,765,990,p2,88,707,657,723
719,211 resized.jpg,765,990,p1,85,687,654,703
720,211 resized.jpg,765,990,complementery2,87,668,656,684
721,211 resized.jpg,765,990,Subservice_ind,87,550,656,566
722,211 resized.jpg,765,990,complementery1,86,572,655,588
723,212 resized.jpg,765,990,Auditor,368,148,468,169
724,212 resized.jpg,765,990,p2,84,706,661,724
725,212 resized.jpg,765,990,complementery2,86,666,663,684
726,212 resized.jpg,765,990,complementery1,73,573,650,591
